Respondent,Employment,Country,EdLevel,OrgSize,DevType,YearsCode,Age1stCode,YearsCodePro,CareerSat,JobSat,ConvertedComp,WorkLoc,ImpSyn,Age,Gender,Trans,Sexuality,Ethnicity,Dependents,SurveyLength,SurveyEase
21197,Employed part-time,Finland,Some college/university study without earning a degree,20 to 99 employees,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Student;System administrator",20,10,10,Slightly satisfied,Very satisfied,29789,Office,A little above average,35,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
21200,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, front-end;Developer, mobile",17,15,10,Neither satisfied nor dissatisfied,Slightly satisfied,135000,Office,Far above average,32,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,No,Appropriate in length,Easy
21201,Employed full-time,Germany,Some college/university study without earning a degree,100 to 499 employees,"Developer, back-end;Developer, full-stack;DevOps specialist",15,14,11,Very satisfied,Very satisfied,63016,Home,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21202,Employed full-time,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",18,15,8,Very satisfied,Slightly satisfied,79176,Office,A little above average,34,Man,No,Straight / Heterosexual,Middle Eastern;White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
21203,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"DevOps specialist;Engineer, site reliability;System administrator",30,11,20,Slightly satisfied,Slightly satisfied,114508,Home,A little above average,42,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21206,Employed full-time,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack;Educator",20,18,16,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,49800,Office,Far above average,38,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Easy
21209,Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,"Developer, front-end",2,16,Less than 1 year,Very satisfied,Very satisfied,12372,Home,A little above average,20,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21213,Employed full-time,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, back-end;Developer, desktop or enterprise applications",11,12,6,Neither satisfied nor dissatisfied,Slightly satisfied,47576,Office,A little above average,28,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Neither easy nor difficult
21215,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",20,16,11,Neither satisfied nor dissatisfied,Slightly satisfied,,Home,A little above average,34,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21217,Employed full-time,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, front-end;Developer, full-stack",6,18,5,Very satisfied,Slightly satisfied,47784,Office,A little above average,25,Man,No,Straight / Heterosexual,Black or of African descent,Yes,Appropriate in length,Difficult
21218,Employed full-time,United States,Associate degree,"1,000 to 4,999 employees","Developer, full-stack",2,28,2,Neither satisfied nor dissatisfied,Slightly dissatisfied,50000,Office,Average,33,Man,No,Straight / Heterosexual,Black or of African descent,Yes,Appropriate in length,Easy
21220,Employed full-time,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Data scientist or machine learning specialist;Developer, back-end;Scientist",4,13,2,Neither satisfied nor dissatisfied,Slightly satisfied,20520,"Other place, such as a coworking space or cafe",Average,26,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
21221,Employed full-time,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,"Developer, front-end",5,27,3,Slightly satisfied,Slightly satisfied,21996,Office,A little below average,33,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21226,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, full-stack",18,11,8,Very satisfied,Slightly satisfied,78000,Office,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21227,Employed full-time,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, mobile",7,15,1,Very satisfied,Very dissatisfied,14664,Office,A little below average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
21229,Employed full-time,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, back-end;Developer, full-stack",20,11,20,Very satisfied,Very dissatisfied,102264,"Other place, such as a coworking space or cafe",Average,48,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Easy
21230,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, desktop or enterprise applications",15,14,11,Very satisfied,Very satisfied,71036,Office,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21231,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, full-stack",4,21,1,Slightly satisfied,Slightly dissatisfied,150000,Office,A little above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21233,Employed full-time,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, full-stack",4,8,4,Slightly satisfied,Slightly satisfied,135852,Home,Average,28,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Difficult
21234,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end;Developer, embedded applications or devices;DevOps specialist;Student",6,6,4,Very satisfied,Slightly satisfied,130000,Office,A little above average,21,Man,No,Straight / Heterosexual,East Asian,No,Appropriate in length,Easy
21239,Employed full-time,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, back-end;Developer, QA or test;Educator",13,8,9,Slightly satisfied,Slightly dissatisfied,74474,Office,A little above average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21240,Employed full-time,Uruguay,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Engineering manager;Product manager",13,18,10,Slightly satisfied,Slightly satisfied,25116,Office,Far above average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21241,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, mobile",14,14,4,Slightly satisfied,Slightly dissatisfied,7556,Home,A little above average,28,Man,No,,South Asian,,Too long,Difficult
21243,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, back-end",6,18,5,Very satisfied,Slightly satisfied,1000000,Home,Average,26,Woman,No,Straight / Heterosexual,South Asian,Yes,Too long,Difficult
21244,Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)","10,000 or more employees","Data scientist or machine learning specialist;Developer, full-stack;Engineer, data;Scientist",10,12,5,Neither satisfied nor dissatisfied,Very satisfied,134000,"Other place, such as a coworking space or cafe",A little above average,29,Man,No,Straight / Heterosexual,South Asian,Yes,Appropriate in length,Easy
21245,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, desktop or enterprise applications",18,10,14,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,63016,Office,Average,37,Man,No,,,No,Appropriate in length,Neither easy nor difficult
21248,Employed full-time,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,"Developer, front-end",2,17,2,Very dissatisfied,Very dissatisfied,3276,Home,Far below average,23,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Neither easy nor difficult
21251,Employed full-time,Lithuania,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;DevOps specialist",11,17,8,Slightly dissatisfied,Slightly satisfied,48121,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21253,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Developer, back-end;Developer, full-stack;DevOps specialist",8,22,5,Very satisfied,Very satisfied,145000,Home,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21256,Employed full-time,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",14,22,12,Very dissatisfied,Very dissatisfied,,Office,Average,35,Man,No,Straight / Heterosexual,East Asian;White or of European descent,Yes,Too short,Neither easy nor difficult
21257,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, game or graphics;Developer, mobile",4,20,1,Slightly dissatisfied,Very dissatisfied,7276,"Other place, such as a coworking space or cafe",A little above average,24,Man,No,Straight / Heterosexual,South Asian,Yes,Appropriate in length,Easy
21258,Employed full-time,United Kingdom,"Professional degree (JD, MD, etc.)","10,000 or more employees","Developer, back-end;Developer, desktop or enterprise applications",18,9,15,Slightly satisfied,Slightly satisfied,130847,Office,Average,35,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21261,Employed full-time,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, front-end",17,13,2,Very satisfied,Very satisfied,46392,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21265,Employed full-time,Germany,Some college/university study without earning a degree,2-9 employees,"Developer, full-stack",15,18,5,Slightly satisfied,Slightly satisfied,34368,Office,Far above average,33,Man,No,,White or of European descent,No,Appropriate in length,Easy
21266,Employed full-time,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, mobile",6,19,3,Slightly dissatisfied,Slightly dissatisfied,32388,Home,Far above average,24,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21267,Employed full-time,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack",9,13,1,Very satisfied,Very satisfied,44830,Office,A little above average,22,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21270,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Engineer, data",11,16,4,Slightly satisfied,Slightly satisfied,120000,Office,Far above average,28,Man,No,Straight / Heterosexual,South Asian,No,Too long,
21276,Employed full-time,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",500 to 999 employees,"Developer, full-stack;Scientist",8,12,5,Very satisfied,Neither satisfied nor dissatisfied,753684,Office,A little below average,31,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
21278,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;System administrator",18,8,16,Slightly satisfied,Slightly satisfied,83972,Home,A little above average,38,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21280,Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Data scientist or machine learning specialist;Developer, back-end;Engineer, data",30,11,20,Very satisfied,Very satisfied,56376,Home,Far above average,41,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21281,Employed full-time,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Database administrator;Developer, back-end;DevOps specialist",22,18,19,Very satisfied,Slightly satisfied,126032,Office,Far above average,41,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21282,Employed full-time,The former Yugoslav Republic of Macedonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end",1,20,2,Neither satisfied nor dissatisfied,Very dissatisfied,,Home,A little below average,26,Man,No,Bisexual,White or of European descent,Yes,Too long,Easy
21287,Employed full-time,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Database administrator;Developer, full-stack;Product manager",11,18,6,Slightly satisfied,Slightly dissatisfied,68136,Office,Far above average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Too short,Easy
21291,Employed full-time,United States,Some college/university study without earning a degree,10 to 19 employees,"Data scientist or machine learning specialist;Developer, back-end;Developer, full-stack;Educator;Engineer, data;Product manager;Senior executive/VP",8,18,7,Very satisfied,Very satisfied,80000,Office,A little below average,26,Man,No,Straight / Heterosexual,,No,Appropriate in length,Neither easy nor difficult
21300,Employed full-time,United States,Some college/university study without earning a degree,"5,000 to 9,999 employees","Developer, back-end;Engineer, site reliability",30,16,30,Very satisfied,Very satisfied,170000,Home,Far above average,54,Man,No,Straight / Heterosexual,"Native American, Pacific Islander, or Indigenous Australian",No,Appropriate in length,Easy
21302,Employed full-time,United States,Some college/university study without earning a degree,10 to 19 employees,"Developer, front-end",31,13,19,Slightly satisfied,Slightly satisfied,85000,Office,A little above average,43,Man,No,Straight / Heterosexual,East Asian,No,Appropriate in length,Neither easy nor difficult
21304,Employed full-time,United States,Some college/university study without earning a degree,"1,000 to 4,999 employees","Developer, desktop or enterprise applications;Developer, full-stack;Developer, QA or test;DevOps specialist",1,26,1,Very satisfied,Slightly dissatisfied,60000,Office,Far above average,27,,,,White or of European descent,No,Appropriate in length,Easy
21305,Employed full-time,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, mobile;Product manager",13,12,4,Slightly dissatisfied,Slightly satisfied,25356,Office,A little above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
21306,Employed full-time,United Kingdom,Associate degree,500 to 999 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack;Educator;Engineer, data;Engineer, site reliability;System administrator",32,17,29,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,1000000,Office,A little above average,53,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
21307,Employed full-time,Greece,Some college/university study without earning a degree,100 to 499 employees,"Developer, front-end;Developer, full-stack;Developer, QA or test",3,14,1,Very dissatisfied,Slightly dissatisfied,16040,Office,Average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21315,Employed full-time,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, desktop or enterprise applications;Developer, mobile",5,13,5,Very dissatisfied,Very dissatisfied,14256,Home,A little above average,29,Man,No,Straight / Heterosexual,Middle Eastern,Yes,Too long,Neither easy nor difficult
21317,Employed full-time,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end",10,16,11,Very satisfied,Very satisfied,28080,"Other place, such as a coworking space or cafe",A little above average,39,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
21319,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Academic researcher;Data scientist or machine learning specialist;Developer, back-end",18,10,10,Very satisfied,Very satisfied,,Home,Far above average,28,Man,No,Straight / Heterosexual,White or of European descent,,Too long,Easy
21321,Employed part-time,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, full-stack",15,17,10,Slightly dissatisfied,Slightly dissatisfied,36672,Home,Far below average,39,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too short,Easy
21322,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Data or business analyst;Database administrator;Developer, back-end;Developer, full-stack;Developer, QA or test;System administrator",9,20,7,Slightly satisfied,Slightly satisfied,2000000,Home,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
21324,Employed full-time,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, back-end;Developer, desktop or enterprise applications",9,19,3,Slightly satisfied,Slightly dissatisfied,26124,"Other place, such as a coworking space or cafe",Average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
21326,Employed full-time,Austria,Some college/university study without earning a degree,"5,000 to 9,999 employees","Developer, back-end;DevOps specialist;Engineering manager",20,12,10,Very satisfied,Slightly dissatisfied,78828,Office,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21327,Employed part-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","1,000 to 4,999 employees","Developer, full-stack;DevOps specialist;Engineer, site reliability;Student;System administrator",10,12,5,Slightly satisfied,Slightly satisfied,28800,Office,A little above average,22,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21328,Employed full-time,Belgium,Some college/university study without earning a degree,100 to 499 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist",8,15,4,Very satisfied,Slightly satisfied,52248,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21330,Employed full-time,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,Data scientist or machine learning specialist,8,14,2,Slightly satisfied,Slightly satisfied,19908,Office,A little above average,25,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21332,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, desktop or enterprise applications",34,10,24,Very satisfied,Slightly satisfied,72530,Home,A little above average,44,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21333,Employed full-time,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Designer;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, mobile",23,17,18,Very satisfied,Slightly satisfied,63048,Office,A little above average,40,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
21340,Employed full-time,Brazil,Associate degree,"1,000 to 4,999 employees","Developer, front-end;Developer, full-stack",7,12,3,Slightly satisfied,Slightly satisfied,15576,Office,A little above average,24,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,No,Appropriate in length,Neither easy nor difficult
21341,Employed full-time,United Kingdom,Some college/university study without earning a degree,20 to 99 employees,"Database administrator;Developer, back-end",14,15,8,Very satisfied,Slightly satisfied,54956,"Other place, such as a coworking space or cafe",A little above average,29,Woman,Yes,,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21343,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;System administrator",12,15,9,Slightly satisfied,Slightly satisfied,100000,Home,Average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21345,Employed full-time,Italy,"Professional degree (JD, MD, etc.)","10,000 or more employees","Developer, desktop or enterprise applications;Developer, mobile",22,10,18,Slightly satisfied,Neither satisfied nor dissatisfied,48121,Office,Average,39,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21351,Employed full-time,Slovenia,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,Academic researcher;Educator;Scientist,30,12,15,Very satisfied,Very satisfied,41244,Home,A little above average,49,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21352,Employed full-time,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,"Database administrator;Developer, back-end;DevOps specialist;System administrator",16,18,14,Slightly satisfied,Neither satisfied nor dissatisfied,53028,Home,Far above average,39,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
21355,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Designer;Developer, front-end",7,10,4,Very satisfied,Neither satisfied nor dissatisfied,48413,Home,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21356,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, front-end",6,13,5,Very satisfied,Slightly satisfied,200000,"Other place, such as a coworking space or cafe",A little above average,34,Woman,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21359,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Developer, full-stack;Developer, mobile",22,8,8,Very satisfied,Neither satisfied nor dissatisfied,220000,Office,Far above average,30,Man,No,Bisexual,White or of European descent,No,Appropriate in length,Easy
21363,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Developer, back-end;Educator;Scientist",3,20,2,Slightly satisfied,Slightly satisfied,60000,Office,Far above average,32,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21364,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, full-stack",6,19,4,Very satisfied,Very satisfied,90000,Office,Average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21365,Employed full-time,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, back-end;Developer, full-stack",20,15,15,Slightly satisfied,Neither satisfied nor dissatisfied,100721,Office,Far above average,41,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21367,Employed full-time,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Academic researcher;Designer;Developer, front-end",9,20,5,Very satisfied,Very satisfied,14628,Home,A little above average,29,Man,No,,White or of European descent,Yes,Appropriate in length,Easy
21368,Employed full-time,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Database administrator;Developer, back-end;DevOps specialist",6,14,3,Very satisfied,Slightly satisfied,32400,Office,A little above average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21372,Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Developer, full-stack",18,15,14,Very satisfied,Slightly satisfied,68745,Office,Far above average,36,Man,No,Gay or Lesbian,White or of European descent,No,Too long,Easy
21373,Employed full-time,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, front-end;Developer, full-stack",7,16,1,Slightly satisfied,Slightly satisfied,39643,Office,Average,24,Woman,No,,White or of European descent,No,Too long,Easy
21375,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, mobile;Product manager",22,30,5,Slightly dissatisfied,Very dissatisfied,116000,Home,A little above average,54,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21376,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end",22,18,18,Slightly dissatisfied,Neither satisfied nor dissatisfied,80000,"Other place, such as a coworking space or cafe",A little below average,52,Woman,No,Straight / Heterosexual,"Native American, Pacific Islander, or Indigenous Australian;White or of European descent",,Appropriate in length,Easy
21377,Employed full-time,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, back-end;Developer, desktop or enterprise applications",12,16,5,Very satisfied,Very satisfied,53850,Office,Far above average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21380,Employed full-time,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",500 to 999 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Student",11,11,4,Slightly satisfied,Slightly satisfied,23400,Office,A little above average,22,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21381,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, full-stack",4,19,1,Slightly satisfied,Very satisfied,660000,Office,Average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21388,Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack",24,18,22,Very satisfied,Very satisfied,115000,Office,A little above average,42,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21390,Employed full-time,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, back-end",34,11,25,Very satisfied,Very satisfied,77022,Office,Far above average,47,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21392,Employed full-time,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, full-stack",6,24,5,Slightly satisfied,Slightly satisfied,41244,Office,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21393,Employed full-time,Argentina,Primary/elementary school,10 to 19 employees,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",4,12,3,Slightly satisfied,Slightly dissatisfied,10497,Home,Far above average,21,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,No,Appropriate in length,Easy
21395,Employed full-time,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Developer, full-stack",5,24,5,Very dissatisfied,Very dissatisfied,9795,Home,Far above average,28,Man,No,Bisexual,,Yes,Too long,Easy
21398,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack;DevOps specialist;Engineer, data",11,15,9,Slightly satisfied,Slightly satisfied,32183,Home,A little above average,29,"Non-binary, genderqueer, or gender non-conforming",No,Straight / Heterosexual,South Asian,Yes,Appropriate in length,Easy
21399,Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineering manager;System administrator",15,13,10,Very satisfied,Very satisfied,85931,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21400,Employed full-time,United States,Associate degree,20 to 99 employees,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;System administrator",25,11,15,Slightly satisfied,Slightly satisfied,130000,Office,Far above average,35,Man,No,Straight / Heterosexual,White or of European descent,,Too long,Neither easy nor difficult
